============================== POTENTIAL BUGS ==============================
BugReport(score=1.00, code=drake/common/test/symbolic_environment_test.cc:71, key=(to_string, None), ctx=(PrintStringTo, None)
BugReport(score=0.84, code=drake/systems/controllers/test/inverse_dynamics_test.cc:105, key=(get_vector_data, None), ctx=(UniversalPrint, None)
BugReport(score=0.84, code=drake/systems/controllers/test/inverse_dynamics_controller_test.cc:105, key=(get_vector_data, None), ctx=(UniversalPrint, None)
BugReport(score=0.84, code=drake/systems/primitives/test/affine_system_test.cc:234, key=(get_vector_data, None), ctx=(UniversalPrint, None)
BugReport(score=0.84, code=drake/systems/primitives/test/affine_system_test.cc:98, key=(get_vector_data, None), ctx=(UniversalPrint, None)
BugReport(score=0.84, code=drake/systems/controllers/test/pid_controlled_system_test.cc:209, key=(get_vector_data, None), ctx=(UniversalPrint, None)
BugReport(score=0.84, code=drake/systems/plants/spring_mass_system/test/spring_mass_system_test.cc:46, key=(get_vector_data, None), ctx=(DefaultPrintNonContainerTo, None)
BugReport(score=0.84, code=drake/systems/framework/sparsity_matrix.cc:135, key=(get_vector_data, None), ctx=(DefaultPrintNonContainerTo, None)
BugReport(score=0.84, code=drake/systems/controllers/test/inverse_dynamics_test.cc:105, key=(get_vector_data, None), ctx=(DefaultPrintNonContainerTo, None)
BugReport(score=0.84, code=drake/systems/controllers/test/inverse_dynamics_controller_test.cc:105, key=(get_vector_data, None), ctx=(DefaultPrintNonContainerTo, None)
BugReport(score=0.84, code=drake/systems/primitives/test/affine_system_test.cc:234, key=(get_vector_data, None), ctx=(DefaultPrintNonContainerTo, None)
BugReport(score=0.84, code=drake/systems/primitives/test/affine_system_test.cc:98, key=(get_vector_data, None), ctx=(DefaultPrintNonContainerTo, None)
BugReport(score=0.84, code=drake/systems/controllers/test/pid_controlled_system_test.cc:209, key=(get_vector_data, None), ctx=(DefaultPrintNonContainerTo, None)
BugReport(score=0.84, code=drake/systems/plants/spring_mass_system/test/spring_mass_system_test.cc:46, key=(get_vector_data, None), ctx=(Print, None)
BugReport(score=0.84, code=drake/systems/framework/sparsity_matrix.cc:135, key=(get_vector_data, None), ctx=(Print, None)
BugReport(score=0.84, code=drake/systems/controllers/test/inverse_dynamics_test.cc:105, key=(get_vector_data, None), ctx=(Print, None)
BugReport(score=0.84, code=drake/systems/controllers/test/inverse_dynamics_controller_test.cc:105, key=(get_vector_data, None), ctx=(Print, None)
BugReport(score=0.84, code=drake/systems/primitives/test/affine_system_test.cc:234, key=(get_vector_data, None), ctx=(Print, None)
BugReport(score=0.84, code=drake/systems/primitives/test/affine_system_test.cc:98, key=(get_vector_data, None), ctx=(Print, None)
BugReport(score=0.84, code=drake/systems/controllers/test/pid_controlled_system_test.cc:209, key=(get_vector_data, None), ctx=(Print, None)
BugReport(score=0.84, code=drake/systems/plants/spring_mass_system/test/spring_mass_system_test.cc:46, key=(get_vector_data, None), ctx=(str, None)
BugReport(score=0.84, code=drake/systems/framework/sparsity_matrix.cc:135, key=(get_vector_data, None), ctx=(str, None)
BugReport(score=0.84, code=drake/systems/controllers/test/inverse_dynamics_test.cc:105, key=(get_vector_data, None), ctx=(str, None)
BugReport(score=0.84, code=drake/systems/controllers/test/inverse_dynamics_controller_test.cc:105, key=(get_vector_data, None), ctx=(str, None)
BugReport(score=0.84, code=drake/systems/primitives/test/affine_system_test.cc:234, key=(get_vector_data, None), ctx=(str, None)
BugReport(score=0.84, code=drake/systems/primitives/test/affine_system_test.cc:98, key=(get_vector_data, None), ctx=(str, None)
BugReport(score=0.84, code=drake/systems/controllers/test/pid_controlled_system_test.cc:209, key=(get_vector_data, None), ctx=(str, None)
BugReport(score=0.84, code=drake/systems/framework/sparsity_matrix.cc:57, key=(GetAtIndex, None), ctx=(DefaultPrintNonContainerTo, None)
BugReport(score=0.84, code=drake/examples/simple_discrete_time_system.cc:27, key=(GetAtIndex, None), ctx=(DefaultPrintNonContainerTo, None)
BugReport(score=0.84, code=drake/systems/plants/spring_mass_system/test/spring_mass_system_test.cc:151, key=(GetAtIndex, None), ctx=(DefaultPrintNonContainerTo, None)
BugReport(score=0.84, code=drake/systems/framework/test/basic_vector_test.cc:40, key=(GetAtIndex, None), ctx=(DefaultPrintNonContainerTo, None)
BugReport(score=0.84, code=drake/examples/simple_mixed_continuous_and_discrete_time_system.cc:40, key=(GetAtIndex, None), ctx=(DefaultPrintNonContainerTo, None)
BugReport(score=0.84, code=drake/systems/framework/test/continuous_state_test.cc:69, key=(GetAtIndex, None), ctx=(DefaultPrintNonContainerTo, None)
BugReport(score=0.84, code=drake/examples/simple_mixed_continuous_and_discrete_time_system.cc:31, key=(GetAtIndex, None), ctx=(DefaultPrintNonContainerTo, None)
BugReport(score=0.84, code=drake/systems/framework/test/basic_vector_test.cc:59, key=(GetAtIndex, None), ctx=(DefaultPrintNonContainerTo, None)
BugReport(score=0.84, code=drake/systems/framework/test/basic_vector_test.cc:58, key=(GetAtIndex, None), ctx=(DefaultPrintNonContainerTo, None)
BugReport(score=0.84, code=drake/examples/simple_mixed_continuous_and_discrete_time_system.cc:49, key=(GetAtIndex, None), ctx=(DefaultPrintNonContainerTo, None)
BugReport(score=0.84, code=drake/examples/simple_mixed_continuous_and_discrete_time_system.cc:76, key=(GetAtIndex, None), ctx=(DefaultPrintNonContainerTo, None)
BugReport(score=0.84, code=drake/examples/simple_continuous_time_system.cc:35, key=(GetAtIndex, None), ctx=(DefaultPrintNonContainerTo, None)
BugReport(score=0.84, code=drake/examples/simple_discrete_time_system.cc:56, key=(GetAtIndex, None), ctx=(DefaultPrintNonContainerTo, None)
BugReport(score=0.84, code=drake/systems/framework/sparsity_matrix.cc:137, key=(GetAtIndex, None), ctx=(DefaultPrintNonContainerTo, None)
BugReport(score=0.84, code=drake/examples/simple_continuous_time_system.cc:26, key=(GetAtIndex, None), ctx=(DefaultPrintNonContainerTo, None)
BugReport(score=0.84, code=drake/systems/framework/test/basic_vector_test.cc:41, key=(GetAtIndex, None), ctx=(DefaultPrintNonContainerTo, None)
BugReport(score=0.84, code=drake/systems/framework/test/basic_vector_test.cc:39, key=(GetAtIndex, None), ctx=(DefaultPrintNonContainerTo, None)
BugReport(score=0.84, code=drake/examples/simple_mixed_continuous_and_discrete_time_system.cc:52, key=(GetAtIndex, None), ctx=(DefaultPrintNonContainerTo, None)
BugReport(score=0.84, code=drake/systems/framework/test/supervector_test.cc:70, key=(GetAtIndex, None), ctx=(DefaultPrintNonContainerTo, None)
BugReport(score=0.84, code=drake/systems/framework/test/basic_vector_test.cc:57, key=(GetAtIndex, None), ctx=(DefaultPrintNonContainerTo, None)
BugReport(score=0.84, code=drake/systems/framework/test/supervector_test.cc:69, key=(GetAtIndex, None), ctx=(DefaultPrintNonContainerTo, None)
BugReport(score=0.84, code=drake/solvers/moby_lcp_solver.cc:535, key=(min, None), ctx=(min, None)
BugReport(score=0.84, code=drake/common/test/symbolic_expression_differentiation_test.cc:227, key=(min, None), ctx=(min, None)
BugReport(score=0.84, code=drake/common/symbolic_expression_cell.cc:1483, key=(min, None), ctx=(min, None)
BugReport(score=0.84, code=drake/common/test/symbolic_expression_test.cc:1506, key=(min, None), ctx=(min, None)
BugReport(score=0.84, code=drake/common/symbolic_expression_cell.cc:1487, key=(min, None), ctx=(min, None)
BugReport(score=0.84, code=drake/common/trajectories/piecewise_function.cc:78, key=(min, None), ctx=(min, None)
BugReport(score=0.84, code=drake/common/symbolic_expression.cc:661, key=(min, None), ctx=(min, None)
BugReport(score=0.84, code=drake/common/test/symbolic_expression_test.cc:799, key=(min, None), ctx=(min, None)
BugReport(score=0.84, code=drake/systems/framework/test/continuous_state_test.cc:69, key=(get_generalized_position, None), ctx=(PrintTo, None)
BugReport(score=0.84, code=drake/systems/plants/spring_mass_system/test/spring_mass_system_test.cc:39, key=(get_generalized_position, None), ctx=(PrintTo, None)
BugReport(score=0.84, code=drake/examples/bouncing_ball/test/ball_test.cc:25, key=(get_generalized_position, None), ctx=(PrintTo, None)
BugReport(score=0.84, code=drake/systems/framework/test/continuous_state_test.cc:69, key=(get_generalized_position, None), ctx=(failure_message, None)
BugReport(score=0.84, code=drake/systems/plants/spring_mass_system/test/spring_mass_system_test.cc:39, key=(get_generalized_position, None), ctx=(failure_message, None)
BugReport(score=0.84, code=drake/examples/bouncing_ball/test/ball_test.cc:25, key=(get_generalized_position, None), ctx=(failure_message, None)
BugReport(score=0.84, code=drake/systems/framework/test/continuous_state_test.cc:69, key=(get_generalized_position, None), ctx=(UniversalPrint, None)
BugReport(score=0.84, code=drake/systems/plants/spring_mass_system/test/spring_mass_system_test.cc:39, key=(get_generalized_position, None), ctx=(UniversalPrint, None)
BugReport(score=0.84, code=drake/examples/bouncing_ball/test/ball_test.cc:25, key=(get_generalized_position, None), ctx=(UniversalPrint, None)
BugReport(score=0.84, code=drake/systems/framework/test/continuous_state_test.cc:69, key=(get_generalized_position, None), ctx=(AssertionSuccess, None)
BugReport(score=0.84, code=drake/systems/plants/spring_mass_system/test/spring_mass_system_test.cc:39, key=(get_generalized_position, None), ctx=(AssertionSuccess, None)
BugReport(score=0.84, code=drake/examples/bouncing_ball/test/ball_test.cc:25, key=(get_generalized_position, None), ctx=(AssertionSuccess, None)
BugReport(score=0.84, code=drake/systems/framework/test/continuous_state_test.cc:69, key=(get_generalized_position, None), ctx=(Print, None)
BugReport(score=0.84, code=drake/systems/plants/spring_mass_system/test/spring_mass_system_test.cc:39, key=(get_generalized_position, None), ctx=(Print, None)
BugReport(score=0.84, code=drake/examples/bouncing_ball/test/ball_test.cc:25, key=(get_generalized_position, None), ctx=(Print, None)
BugReport(score=0.84, code=drake/systems/framework/test/continuous_state_test.cc:69, key=(get_generalized_position, None), ctx=(str, None)
BugReport(score=0.84, code=drake/systems/plants/spring_mass_system/test/spring_mass_system_test.cc:39, key=(get_generalized_position, None), ctx=(str, None)
BugReport(score=0.84, code=drake/examples/bouncing_ball/test/ball_test.cc:25, key=(get_generalized_position, None), ctx=(str, None)
BugReport(score=0.84, code=drake/systems/framework/test/continuous_state_test.cc:69, key=(get_generalized_position, None), ctx=(DefaultPrintNonContainerTo, None)
BugReport(score=0.84, code=drake/systems/plants/spring_mass_system/test/spring_mass_system_test.cc:39, key=(get_generalized_position, None), ctx=(DefaultPrintNonContainerTo, None)
BugReport(score=0.84, code=drake/examples/bouncing_ball/test/ball_test.cc:25, key=(get_generalized_position, None), ctx=(DefaultPrintNonContainerTo, None)
BugReport(score=0.84, code=drake/common/test/symbolic_expression_test.cc:1652, key=(size, ((3, 3),)), ctx=(PrintTo, None)
BugReport(score=0.84, code=drake/systems/plants/spring_mass_system/test/spring_mass_system_test.cc:158, key=(size, ((3, 3),)), ctx=(PrintTo, None)
BugReport(score=0.84, code=drake/systems/plants/spring_mass_system/test/spring_mass_system_test.cc:169, key=(size, ((3, 3),)), ctx=(PrintTo, None)
BugReport(score=0.84, code=drake/common/test/symbolic_expression_test.cc:1652, key=(size, ((3, 3),)), ctx=(UniversalPrint, None)
BugReport(score=0.84, code=drake/systems/plants/spring_mass_system/test/spring_mass_system_test.cc:158, key=(size, ((3, 3),)), ctx=(UniversalPrint, None)
BugReport(score=0.84, code=drake/systems/plants/spring_mass_system/test/spring_mass_system_test.cc:169, key=(size, ((3, 3),)), ctx=(UniversalPrint, None)
BugReport(score=0.84, code=drake/common/test/symbolic_expression_test.cc:1652, key=(size, ((3, 3),)), ctx=(Print, None)
BugReport(score=0.84, code=drake/systems/plants/spring_mass_system/test/spring_mass_system_test.cc:158, key=(size, ((3, 3),)), ctx=(Print, None)
BugReport(score=0.84, code=drake/systems/plants/spring_mass_system/test/spring_mass_system_test.cc:169, key=(size, ((3, 3),)), ctx=(Print, None)
BugReport(score=0.84, code=drake/common/test/symbolic_expression_test.cc:1652, key=(size, ((3, 3),)), ctx=(str, None)
BugReport(score=0.84, code=drake/systems/plants/spring_mass_system/test/spring_mass_system_test.cc:158, key=(size, ((3, 3),)), ctx=(str, None)
BugReport(score=0.84, code=drake/systems/plants/spring_mass_system/test/spring_mass_system_test.cc:169, key=(size, ((3, 3),)), ctx=(str, None)
BugReport(score=0.84, code=drake/systems/controllers/test/pid_controlled_system_test.cc:194, key=(Connect, None), ctx=(get_input_port, None)
BugReport(score=0.84, code=drake/systems/sensors/accelerometer.cc:67, key=(Connect, None), ctx=(get_input_port, None)
BugReport(score=0.84, code=drake/systems/controllers/test/pid_controlled_system_test.cc:196, key=(Connect, None), ctx=(get_input_port, None)
BugReport(score=0.84, code=drake/common/symbolic_formula_cell.cc:286, key=(Evaluate, ((0, 0),)), ctx=(Evaluate, ((0, 0),))
BugReport(score=0.84, code=drake/common/test/symbolic_formula_test.cc:219, key=(Evaluate, ((0, 0),)), ctx=(Evaluate, ((0, 0),))
BugReport(score=0.84, code=drake/common/test/symbolic_formula_test.cc:558, key=(Evaluate, ((0, 0),)), ctx=(Evaluate, ((0, 0),))
BugReport(score=0.84, code=drake/common/monomial.cc:423, key=(size, ((1, 1),)), ctx=(PrintTo, None)
BugReport(score=0.84, code=drake/common/symbolic_expression_cell.cc:624, key=(size, ((1, 1),)), ctx=(PrintTo, None)
BugReport(score=0.84, code=drake/common/monomial.cc:414, key=(size, ((1, 1),)), ctx=(PrintTo, None)
BugReport(score=0.84, code=drake/common/symbolic_expression_cell.cc:897, key=(size, ((1, 1),)), ctx=(PrintTo, None)
BugReport(score=0.84, code=drake/solvers/mathematical_program.cc:455, key=(size, ((1, 1),)), ctx=(PrintTo, None)
BugReport(score=0.84, code=drake/solvers/mathematical_program.cc:290, key=(size, ((1, 1),)), ctx=(PrintTo, None)
BugReport(score=0.84, code=drake/solvers/mathematical_program.cc:311, key=(size, ((1, 1),)), ctx=(PrintTo, None)
BugReport(score=0.84, code=drake/common/monomial.cc:423, key=(size, ((1, 1),)), ctx=(failure_message, None)
BugReport(score=0.84, code=drake/common/symbolic_expression_cell.cc:624, key=(size, ((1, 1),)), ctx=(failure_message, None)
BugReport(score=0.84, code=drake/common/monomial.cc:414, key=(size, ((1, 1),)), ctx=(failure_message, None)
BugReport(score=0.84, code=drake/common/symbolic_expression_cell.cc:897, key=(size, ((1, 1),)), ctx=(failure_message, None)
BugReport(score=0.84, code=drake/solvers/mathematical_program.cc:455, key=(size, ((1, 1),)), ctx=(failure_message, None)
BugReport(score=0.84, code=drake/solvers/mathematical_program.cc:290, key=(size, ((1, 1),)), ctx=(failure_message, None)
BugReport(score=0.84, code=drake/solvers/mathematical_program.cc:311, key=(size, ((1, 1),)), ctx=(failure_message, None)
BugReport(score=0.84, code=drake/common/monomial.cc:423, key=(size, ((1, 1),)), ctx=(UniversalPrint, None)
BugReport(score=0.84, code=drake/common/symbolic_expression_cell.cc:624, key=(size, ((1, 1),)), ctx=(UniversalPrint, None)
BugReport(score=0.84, code=drake/common/monomial.cc:414, key=(size, ((1, 1),)), ctx=(UniversalPrint, None)
BugReport(score=0.84, code=drake/common/symbolic_expression_cell.cc:897, key=(size, ((1, 1),)), ctx=(UniversalPrint, None)
BugReport(score=0.84, code=drake/solvers/mathematical_program.cc:455, key=(size, ((1, 1),)), ctx=(UniversalPrint, None)
BugReport(score=0.84, code=drake/solvers/mathematical_program.cc:290, key=(size, ((1, 1),)), ctx=(UniversalPrint, None)
BugReport(score=0.84, code=drake/solvers/mathematical_program.cc:311, key=(size, ((1, 1),)), ctx=(UniversalPrint, None)
BugReport(score=0.84, code=drake/common/monomial.cc:423, key=(size, ((1, 1),)), ctx=(DefaultPrintNonContainerTo, None)
BugReport(score=0.84, code=drake/common/symbolic_expression_cell.cc:624, key=(size, ((1, 1),)), ctx=(DefaultPrintNonContainerTo, None)
BugReport(score=0.84, code=drake/common/monomial.cc:414, key=(size, ((1, 1),)), ctx=(DefaultPrintNonContainerTo, None)
BugReport(score=0.84, code=drake/common/symbolic_expression_cell.cc:897, key=(size, ((1, 1),)), ctx=(DefaultPrintNonContainerTo, None)
BugReport(score=0.84, code=drake/solvers/mathematical_program.cc:455, key=(size, ((1, 1),)), ctx=(DefaultPrintNonContainerTo, None)
BugReport(score=0.84, code=drake/solvers/mathematical_program.cc:290, key=(size, ((1, 1),)), ctx=(DefaultPrintNonContainerTo, None)
BugReport(score=0.84, code=drake/solvers/mathematical_program.cc:311, key=(size, ((1, 1),)), ctx=(DefaultPrintNonContainerTo, None)
BugReport(score=0.84, code=drake/common/monomial.cc:423, key=(size, ((1, 1),)), ctx=(AssertionSuccess, None)
BugReport(score=0.84, code=drake/common/symbolic_expression_cell.cc:624, key=(size, ((1, 1),)), ctx=(AssertionSuccess, None)
BugReport(score=0.84, code=drake/common/monomial.cc:414, key=(size, ((1, 1),)), ctx=(AssertionSuccess, None)
BugReport(score=0.84, code=drake/common/symbolic_expression_cell.cc:897, key=(size, ((1, 1),)), ctx=(AssertionSuccess, None)
BugReport(score=0.84, code=drake/solvers/mathematical_program.cc:455, key=(size, ((1, 1),)), ctx=(AssertionSuccess, None)
BugReport(score=0.84, code=drake/solvers/mathematical_program.cc:290, key=(size, ((1, 1),)), ctx=(AssertionSuccess, None)
BugReport(score=0.84, code=drake/solvers/mathematical_program.cc:311, key=(size, ((1, 1),)), ctx=(AssertionSuccess, None)
BugReport(score=0.84, code=drake/common/monomial.cc:423, key=(size, ((1, 1),)), ctx=(Print, None)
BugReport(score=0.84, code=drake/common/symbolic_expression_cell.cc:624, key=(size, ((1, 1),)), ctx=(Print, None)
BugReport(score=0.84, code=drake/common/monomial.cc:414, key=(size, ((1, 1),)), ctx=(Print, None)
BugReport(score=0.84, code=drake/common/symbolic_expression_cell.cc:897, key=(size, ((1, 1),)), ctx=(Print, None)
BugReport(score=0.84, code=drake/solvers/mathematical_program.cc:455, key=(size, ((1, 1),)), ctx=(Print, None)
BugReport(score=0.84, code=drake/solvers/mathematical_program.cc:290, key=(size, ((1, 1),)), ctx=(Print, None)
BugReport(score=0.84, code=drake/solvers/mathematical_program.cc:311, key=(size, ((1, 1),)), ctx=(Print, None)
BugReport(score=0.84, code=drake/common/monomial.cc:423, key=(size, ((1, 1),)), ctx=(str, None)
BugReport(score=0.84, code=drake/common/symbolic_expression_cell.cc:624, key=(size, ((1, 1),)), ctx=(str, None)
BugReport(score=0.84, code=drake/common/monomial.cc:414, key=(size, ((1, 1),)), ctx=(str, None)
BugReport(score=0.84, code=drake/common/symbolic_expression_cell.cc:897, key=(size, ((1, 1),)), ctx=(str, None)
BugReport(score=0.84, code=drake/solvers/mathematical_program.cc:455, key=(size, ((1, 1),)), ctx=(str, None)
BugReport(score=0.84, code=drake/solvers/mathematical_program.cc:290, key=(size, ((1, 1),)), ctx=(str, None)
BugReport(score=0.84, code=drake/solvers/mathematical_program.cc:311, key=(size, ((1, 1),)), ctx=(str, None)
BugReport(score=0.84, code=drake/systems/controllers/controlUtil.cpp:473, key=(derivatives, None), ctx=(failure_message, None)
BugReport(score=0.84, code=drake/systems/controllers/controlUtil.cpp:488, key=(derivatives, None), ctx=(failure_message, None)
BugReport(score=0.84, code=drake/math/test/autodiff_test.cc:32, key=(derivatives, None), ctx=(failure_message, None)
BugReport(score=0.84, code=drake/../drake/math/autodiff_gradient.h:100, key=(derivatives, None), ctx=(failure_message, None)
BugReport(score=0.84, code=drake/systems/controllers/controlUtil.cpp:474, key=(derivatives, None), ctx=(failure_message, None)
BugReport(score=0.84, code=drake/systems/controllers/controlUtil.cpp:472, key=(derivatives, None), ctx=(failure_message, None)
BugReport(score=0.84, code=drake/systems/controllers/controlUtil.cpp:471, key=(derivatives, None), ctx=(failure_message, None)
BugReport(score=0.84, code=drake/../drake/math/autodiff_gradient.h:101, key=(derivatives, None), ctx=(failure_message, None)
BugReport(score=0.84, code=drake/systems/controllers/controlUtil.cpp:476, key=(derivatives, None), ctx=(failure_message, None)
BugReport(score=0.84, code=drake/systems/controllers/controlUtil.cpp:459, key=(derivatives, None), ctx=(failure_message, None)
BugReport(score=0.84, code=drake/systems/controllers/controlUtil.cpp:457, key=(derivatives, None), ctx=(failure_message, None)
BugReport(score=0.84, code=drake/systems/controllers/controlUtil.cpp:456, key=(derivatives, None), ctx=(failure_message, None)
BugReport(score=0.84, code=/usr/local/include/eigen3/unsupported/Eigen/src/AutoDiff/AutoDiffScalar.h:186, key=(derivatives, None), ctx=(failure_message, None)
BugReport(score=0.84, code=drake/systems/trajectory_optimization/direct_collocation_constraint.cc:16, key=(derivatives, None), ctx=(failure_message, None)
BugReport(score=0.84, code=drake/math/test/autodiff_test.cc:35, key=(derivatives, None), ctx=(failure_message, None)
BugReport(score=0.84, code=drake/systems/controllers/controlUtil.cpp:458, key=(derivatives, None), ctx=(failure_message, None)
BugReport(score=0.84, code=/usr/local/include/eigen3/unsupported/Eigen/src/AutoDiff/AutoDiffScalar.h:614, key=(derivatives, None), ctx=(failure_message, None)
BugReport(score=0.84, code=/usr/local/include/eigen3/unsupported/Eigen/src/AutoDiff/AutoDiffScalar.h:232, key=(derivatives, None), ctx=(failure_message, None)
BugReport(score=0.84, code=drake/systems/controllers/controlUtil.cpp:475, key=(derivatives, None), ctx=(failure_message, None)
BugReport(score=0.84, code=drake/systems/trajectory_optimization/direct_collocation_constraint.cc:18, key=(derivatives, None), ctx=(failure_message, None)
BugReport(score=0.84, code=drake/systems/framework/model_values.cc:27, key=(get, ((1, 18446744073709551615),)), ctx=(AssertionSuccess, None)
BugReport(score=0.84, code=drake/systems/framework/test/diagram_test.cc:304, key=(get, ((1, 18446744073709551615),)), ctx=(AssertionSuccess, None)
BugReport(score=0.84, code=drake/../drake/systems/framework/system.h:841, key=(get, ((1, 18446744073709551615),)), ctx=(AssertionSuccess, None)
BugReport(score=0.84, code=drake/systems/framework/model_values.cc:24, key=(get, ((1, 18446744073709551615),)), ctx=(AssertionSuccess, None)
BugReport(score=0.84, code=drake/systems/primitives/linear_system.cc:80, key=(get, ((1, 18446744073709551615),)), ctx=(AssertionSuccess, None)
BugReport(score=0.84, code=drake/solvers/moby_lcp_solver.cc:516, key=(Log, None), ctx=(size, ((-9223372036854775808, -1), (1, 9223372036854775807)))
BugReport(score=0.84, code=drake/solvers/moby_lcp_solver.cc:514, key=(Log, None), ctx=(size, ((-9223372036854775808, -1), (1, 9223372036854775807)))
BugReport(score=0.84, code=drake/solvers/moby_lcp_solver.cc:329, key=(Log, None), ctx=(size, ((-9223372036854775808, -1), (1, 9223372036854775807)))
BugReport(score=0.84, code=drake/solvers/moby_lcp_solver.cc:297, key=(Log, None), ctx=(size, ((-9223372036854775808, -1), (1, 9223372036854775807)))
BugReport(score=0.84, code=drake/solvers/moby_lcp_solver.cc:276, key=(Log, None), ctx=(size, ((-9223372036854775808, -1), (1, 9223372036854775807)))
BugReport(score=0.84, code=drake/solvers/moby_lcp_solver.cc:513, key=(Log, None), ctx=(size, ((-9223372036854775808, -1), (1, 9223372036854775807)))
BugReport(score=0.84, code=drake/solvers/moby_lcp_solver.cc:515, key=(Log, None), ctx=(size, ((-9223372036854775808, -1), (1, 9223372036854775807)))
BugReport(score=0.84, code=drake/solvers/moby_lcp_solver.cc:187, key=(Log, None), ctx=(size, ((-9223372036854775808, -1), (1, 9223372036854775807)))
BugReport(score=0.84, code=drake/systems/primitives/test/integrator_test.cc:49, key=(get_input_port, None), ctx=(get_input_port, None)
BugReport(score=0.84, code=drake/systems/framework/test/diagram_builder_test.cc:22, key=(get_input_port, None), ctx=(get_input_port, None)
BugReport(score=0.84, code=drake/systems/controllers/linear_quadratic_regulator.cc:77, key=(get_input_port, None), ctx=(get_input_port, None)
BugReport(score=0.84, code=drake/systems/primitives/test/saturation_test.cc:30, key=(get_input_port, None), ctx=(get_input_port, None)
BugReport(score=0.84, code=drake/systems/trajectory_optimization/direct_collocation.cc:29, key=(get_input_port, None), ctx=(get_input_port, None)
BugReport(score=0.84, code=drake/systems/framework/test/diagram_builder_test.cc:75, key=(get_input_port, None), ctx=(get_input_port, None)
BugReport(score=0.84, code=drake/systems/sensors/test/gyroscope_test.cc:119, key=(get_input_port, None), ctx=(get_input_port, None)
BugReport(score=0.84, code=drake/systems/sensors/test/gyroscope_test.cc:83, key=(get_input_port, None), ctx=(get_input_port, None)
BugReport(score=0.84, code=drake/systems/controllers/test/pid_controlled_system_test.cc:259, key=(get_input_port, None), ctx=(get_input_port, None)
BugReport(score=0.84, code=drake/systems/controllers/test/pid_controlled_system_test.cc:238, key=(get_input_port, None), ctx=(get_input_port, None)
BugReport(score=0.83, code=drake/systems/framework/test/sparsity_matrix_test.cc:98, key=(IsConnectedInputToOutput, None), ctx=(IsConnectedInputToOutput, ((1, 255),))
BugReport(score=0.83, code=drake/systems/framework/test/sparsity_matrix_test.cc:98, key=(IsConnectedInputToOutput, None), ctx=(IsConnectedInputToOutput, ((0, 0),))
BugReport(score=0.83, code=drake/systems/primitives/linear_system.cc:141, key=(cols, ((2, 9223372036854775807),)), ctx=(cols, ((2, 9223372036854775807),))
BugReport(score=0.83, code=drake/solvers/test/optimization_examples.cc:46, key=(solver_type, None), ctx=(end, None)
BugReport(score=0.83, code=drake/solvers/test/optimization_examples.cc:46, key=(solver_type, None), ctx=(begin, None)
BugReport(score=0.83, code=drake/solvers/test/constraint_test.cc:55, key=(size, ((-9223372036854775808, -2), (0, 9223372036854775807))), ctx=(value, None)
BugReport(score=0.83, code=drake/solvers/test/constraint_test.cc:60, key=(size, ((-9223372036854775808, -2), (0, 9223372036854775807))), ctx=(value, None)
BugReport(score=0.83, code=drake/systems/trajectory_optimization/test/direct_collocation_constraint_test.cc:67, key=(size, ((-9223372036854775808, -2), (0, 9223372036854775807))), ctx=(tail, None)
BugReport(score=0.83, code=drake/systems/trajectory_optimization/test/direct_collocation_constraint_test.cc:65, key=(size, ((-9223372036854775808, -2), (0, 9223372036854775807))), ctx=(tail, None)
BugReport(score=0.83, code=drake/systems/trajectory_optimization/test/direct_collocation_constraint_test.cc:67, key=(size, ((-9223372036854775808, -2), (0, 9223372036854775807))), ctx=(squaredNorm, None)
BugReport(score=0.83, code=drake/systems/trajectory_optimization/test/direct_collocation_constraint_test.cc:65, key=(size, ((-9223372036854775808, -2), (0, 9223372036854775807))), ctx=(squaredNorm, None)
BugReport(score=0.83, code=drake/common/test/symbolic_expression_matrix_test.cc:156, key=(EqualTo, ((1, 255),)), ctx=(AssertionSuccess, None)
BugReport(score=0.83, code=drake/common/test/symbolic_expression_matrix_test.cc:156, key=(EqualTo, ((1, 255),)), ctx=(compare, ((0, 0),))
BugReport(score=0.83, code=drake/common/test/symbolic_expression_matrix_test.cc:156, key=(EqualTo, ((1, 255),)), ctx=(Print, None)
BugReport(score=0.83, code=drake/common/test/symbolic_expression_matrix_test.cc:156, key=(EqualTo, ((1, 255),)), ctx=(failure_message, None)
BugReport(score=0.83, code=drake/common/test/symbolic_expression_matrix_test.cc:156, key=(EqualTo, ((1, 255),)), ctx=(PrintStringTo, None)
BugReport(score=0.83, code=drake/common/test/symbolic_expression_matrix_test.cc:156, key=(EqualTo, ((1, 255),)), ctx=(PrintTo, None)
BugReport(score=0.83, code=drake/common/test/symbolic_expression_matrix_test.cc:156, key=(EqualTo, ((1, 255),)), ctx=(compare, ((-2147483648, -1), (1, 2147483647)))
BugReport(score=0.83, code=drake/common/test/symbolic_expression_matrix_test.cc:156, key=(EqualTo, ((1, 255),)), ctx=(to_string, None)
BugReport(score=0.83, code=drake/common/test/symbolic_expression_matrix_test.cc:156, key=(EqualTo, ((1, 255),)), ctx=(UniversalPrint, None)
BugReport(score=0.83, code=drake/common/test/symbolic_expression_matrix_test.cc:156, key=(EqualTo, ((1, 255),)), ctx=(AssertionFailure, None)
BugReport(score=0.83, code=drake/common/test/symbolic_expression_matrix_test.cc:156, key=(EqualTo, ((1, 255),)), ctx=(str, None)
